char,tier,status,inputForm,mainForm,radicalName,kangxiNo,resolutionType,source
伞,C,not-resolved,,,,,not-resolved,data/chars/4F1E.json
伟,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4F1F.json
传,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4F20.json
伢,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4F22.json
伣,C,not-resolved,,,,,not-resolved,data/chars/4F23.json
伤,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4F24.json
伥,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4F25.json
伦,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4F26.json
伧,C,not-resolved,,,,,not-resolved,data/chars/4F27.json
伩,C,not-resolved,,,,,not-resolved,data/chars/4F29.json
伪,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4F2A.json
伫,C,not-resolved,,,,,not-resolved,data/chars/4F2B.json
伯,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4F2F.json
估,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4F30.json
伱,C,not-resolved,,,,,not-resolved,data/chars/4F31.json
伲,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4F32.json
伴,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4F34.json
伶,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4F36.json
伸,C,not-resolved,,,,,not-resolved,data/chars/4F38.json
伹,C,not-resolved,,,,,not-resolved,data/chars/4F39.json
伺,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4F3A.json
伻,C,not-resolved,,,,,not-resolved,data/chars/4F3B.json
似,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4F3C.json
伽,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4F3D.json
伾,C,not-resolved,,,,,not-resolved,data/chars/4F3E.json
佃,C,not-resolved,,,,,not-resolved,data/chars/4F43.json
但,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4F46.json
佉,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4F49.json
佌,C,not-resolved,,,,,not-resolved,data/chars/4F4C.json
位,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4F4D.json
低,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4F4E.json
住,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4F4F.json
佐,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4F50.json
佑,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4F51.json
体,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4F53.json
何,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4F55.json
佗,C,not-resolved,,,,,not-resolved,data/chars/4F57.json
佘,B,resolved,人,人,Bộ Nhân,9,record-radical,data/chars/4F58.json
余,C,not-resolved,,,,,not-resolved,data/chars/4F59.json
佚,C,not-resolved,,,,,not-resolved,data/chars/4F5A.json
佛,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4F5B.json
作,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4F5C.json
佝,C,not-resolved,,,,,not-resolved,data/chars/4F5D.json
佞,C,not-resolved,,,,,not-resolved,data/chars/4F5E.json
佟,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4F5F.json
你,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4F60.json
佡,C,not-resolved,,,,,not-resolved,data/chars/4F61.json
佢,C,not-resolved,,,,,not-resolved,data/chars/4F62.json
佣,C,not-resolved,,,,,not-resolved,data/chars/4F63.json
佤,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4F64.json
佥,C,not-resolved,◎,,,,not-resolved,data/chars/4F65.json
佧,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4F67.json
佩,C,not-resolved,,,,,not-resolved,data/chars/4F69.json
佪,C,not-resolved,,,,,not-resolved,data/chars/4F6A.json
佫,C,not-resolved,,,,,not-resolved,data/chars/4F6B.json
佬,C,not-resolved,,,,,not-resolved,data/chars/4F6C.json
佯,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4F6F.json
佰,C,not-resolved,,,,,not-resolved,data/chars/4F70.json
佱,C,not-resolved,,,,,not-resolved,data/chars/4F71.json
佳,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4F73.json
佴,C,not-resolved,,,,,not-resolved,data/chars/4F74.json
佶,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4F76.json
佷,C,not-resolved,,,,,not-resolved,data/chars/4F77.json
佸,C,not-resolved,,,,,not-resolved,data/chars/4F78.json
佹,C,not-resolved,,,,,not-resolved,data/chars/4F79.json
佺,C,not-resolved,,,,,not-resolved,data/chars/4F7A.json
佻,C,not-resolved,,,,,not-resolved,data/chars/4F7B.json
佼,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4F7C.json
佽,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4F7D.json
佾,C,not-resolved,,,,,not-resolved,data/chars/4F7E.json
使,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4F7F.json
侀,C,not-resolved,,,,,not-resolved,data/chars/4F80.json
侁,C,not-resolved,,,,,not-resolved,data/chars/4F81.json
侂,C,not-resolved,,,,,not-resolved,data/chars/4F82.json
侃,C,not-resolved,,,,,not-resolved,data/chars/4F83.json
侄,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4F84.json
侅,C,not-resolved,,,,,not-resolved,data/chars/4F85.json
侇,C,not-resolved,,,,,not-resolved,data/chars/4F87.json
侈,C,not-resolved,,,,,not-resolved,data/chars/4F88.json
侉,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4F89.json
例,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4F8B.json
侌,C,not-resolved,今,,,,not-resolved,data/chars/4F8C.json
侍,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4F8D.json
侏,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4F8F.json
侐,C,not-resolved,,,,,not-resolved,data/chars/4F90.json
侑,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4F91.json
侔,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4F94.json
侗,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4F97.json
侘,C,not-resolved,,,,,not-resolved,data/chars/4F98.json
侚,C,not-resolved,,,,,not-resolved,data/chars/4F9A.json
供,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4F9B.json
侜,C,not-resolved,,,,,not-resolved,data/chars/4F9C.json
依,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4F9D.json
侠,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4FA0.json
価,C,not-resolved,,,,,not-resolved,data/chars/4FA1.json
侢,C,not-resolved,,,,,not-resolved,data/chars/4FA2.json
侣,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4FA3.json
侥,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4FA5.json
侦,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4FA6.json
侧,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4FA7.json
侨,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4FA8.json
侩,C,not-resolved,,,,,not-resolved,data/chars/4FA9.json
侪,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4FAA.json
侬,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4FAC.json
侮,C,not-resolved,,,,,not-resolved,data/chars/4FAE.json
侯,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4FAF.json
侵,C,not-resolved,,,,,not-resolved,data/chars/4FB5.json
侽,C,not-resolved,,,,,not-resolved,data/chars/4FBD.json
便,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4FBF.json
促,C,not-resolved,,,,,not-resolved,data/chars/4FC3.json
俄,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4FC4.json
俅,C,not-resolved,求,,,,not-resolved,data/chars/4FC5.json
俉,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4FC9.json
俊,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4FCA.json
俎,C,not-resolved,,,,,not-resolved,data/chars/4FCE.json
俏,C,not-resolved,,,,,not-resolved,data/chars/4FCF.json
俐,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4FD0.json
俑,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4FD1.json
俗,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4FD7.json
俘,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4FD8.json
俚,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4FDA.json
俛,C,not-resolved,,,,,not-resolved,data/chars/4FDB.json
俜,C,not-resolved,,,,,not-resolved,data/chars/4FDC.json
保,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4FDD.json
俞,C,not-resolved,,,,,not-resolved,data/chars/4FDE.json
俟,C,not-resolved,,,,,not-resolved,data/chars/4FDF.json
信,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4FE1.json
俣,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4FE3.json
俤,C,not-resolved,,,,,not-resolved,data/chars/4FE4.json
俦,C,not-resolved,,,,,not-resolved,data/chars/4FE6.json
俨,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4FE8.json
俩,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4FE9.json
俪,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4FEA.json
俭,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4FED.json
修,A,resolved,彡,彡,Bộ Sam,59,record-radical,data/chars/4FEE.json
俯,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4FEF.json
俱,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4FF1.json
俳,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4FF3.json
俴,C,not-resolved,,,,,not-resolved,data/chars/4FF4.json
俵,C,not-resolved,,,,,not-resolved,data/chars/4FF5.json
俶,C,not-resolved,,,,,not-resolved,data/chars/4FF6.json
俷,C,not-resolved,,,,,not-resolved,data/chars/4FF7.json
俸,C,not-resolved,,,,,not-resolved,data/chars/4FF8.json
俺,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/4FFA.json
俾,C,not-resolved,卑,,,,not-resolved,data/chars/4FFE.json
倂,C,not-resolved,,,,,not-resolved,data/chars/5002.json
倃,C,not-resolved,,,,,not-resolved,data/chars/5003.json
倅,C,not-resolved,,,,,not-resolved,data/chars/5005.json
倌,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/500C.json
倍,C,not-resolved,,,,,not-resolved,data/chars/500D.json
倏,B,resolved,犬,犬,Bộ Khuyển,94,record-radical,data/chars/500F.json
倒,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/5012.json
倓,C,not-resolved,,,,,not-resolved,data/chars/5013.json
倔,C,not-resolved,,,,,not-resolved,data/chars/5014.json
倘,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/5018.json
候,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/5019.json
倚,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/501A.json
倜,C,not-resolved,,,,,not-resolved,data/chars/501C.json
倝,C,not-resolved,早,,,,not-resolved,data/chars/501D.json
倞,C,not-resolved,,,,,not-resolved,data/chars/501E.json
借,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/501F.json
倡,C,not-resolved,,,,,not-resolved,data/chars/5021.json
倢,C,not-resolved,,,,,not-resolved,data/chars/5022.json
値,C,not-resolved,,,,,not-resolved,data/chars/5024.json
倥,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/5025.json
倦,C,not-resolved,,,,,not-resolved,data/chars/5026.json
倨,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/5028.json
倩,C,not-resolved,,,,,not-resolved,data/chars/5029.json
倪,C,not-resolved,,,,,not-resolved,data/chars/502A.json
倬,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/502C.json
倭,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/502D.json
倮,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/502E.json
倵,C,not-resolved,,,,,not-resolved,data/chars/5035.json
倶,C,not-resolved,,,,,not-resolved,data/chars/5036.json
倷,C,not-resolved,,,,,not-resolved,data/chars/5037.json
倹,C,not-resolved,,,,,not-resolved,data/chars/5039.json
债,C,not-resolved,,,,,not-resolved,data/chars/503A.json
倻,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/503B.json
值,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/503C.json
倽,C,not-resolved,,,,,not-resolved,data/chars/503D.json
倾,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/503E.json
偁,C,not-resolved,,,,,not-resolved,data/chars/5041.json
偃,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/5043.json
假,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/5047.json
偈,C,not-resolved,,,,,not-resolved,data/chars/5048.json
偌,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/504C.json
偎,C,not-resolved,,,,,not-resolved,data/chars/504E.json
偏,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/504F.json
偓,C,not-resolved,,,,,not-resolved,data/chars/5053.json
偕,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/5055.json
做,C,not-resolved,作,,,,not-resolved,data/chars/505A.json
停,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/505C.json
偝,C,not-resolved,,,,,not-resolved,data/chars/505D.json
偟,C,not-resolved,,,,,not-resolved,data/chars/505F.json
偢,C,not-resolved,,,,,not-resolved,data/chars/5062.json
健,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/5065.json
偨,C,not-resolved,,,,,not-resolved,data/chars/5068.json
偩,C,not-resolved,,,,,not-resolved,data/chars/5069.json
偫,C,not-resolved,,,,,not-resolved,data/chars/506B.json
偬,C,not-resolved,,,,,not-resolved,data/chars/506C.json
偭,C,not-resolved,,,,,not-resolved,data/chars/506D.json
偯,C,not-resolved,,,,,not-resolved,data/chars/506F.json
偰,C,not-resolved,,,,,not-resolved,data/chars/5070.json
偱,C,not-resolved,,,,,not-resolved,data/chars/5071.json
偲,C,not-resolved,,,,,not-resolved,data/chars/5072.json
偶,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/5076.json
偷,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/5077.json
偸,C,not-resolved,,,,,not-resolved,data/chars/5078.json
偻,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/507B.json
偾,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/507E.json
偿,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/507F.json
傀,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/5080.json
傅,C,not-resolved,,,,,not-resolved,data/chars/5085.json
傈,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/5088.json
傍,C,not-resolved,,,,,not-resolved,data/chars/508D.json
傎,C,not-resolved,,,,,not-resolved,data/chars/508E.json
傒,C,not-resolved,,,,,not-resolved,data/chars/5092.json
傓,C,not-resolved,,,,,not-resolved,data/chars/5093.json
傔,C,not-resolved,,,,,not-resolved,data/chars/5094.json
傕,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/5095.json
傜,C,not-resolved,,,,,not-resolved,data/chars/509C.json
傞,C,not-resolved,,,,,not-resolved,data/chars/509E.json
傣,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/50A3.json
傤,C,not-resolved,,,,,not-resolved,data/chars/50A4.json
傥,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/50A5.json
傧,C,not-resolved,,,,,not-resolved,data/chars/50A7.json
储,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/50A8.json
傩,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/50A9.json
催,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/50AC.json
傮,C,not-resolved,,,,,not-resolved,data/chars/50AE.json
傲,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/50B2.json
傺,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/50BA.json
傻,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/50BB.json
傿,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/50BF.json
僃,C,not-resolved,,,,,not-resolved,data/chars/50C3.json
僄,C,not-resolved,,,,,not-resolved,data/chars/50C4.json
僇,C,not-resolved,,,,,not-resolved,data/chars/50C7.json
働,C,not-resolved,,,,,not-resolved,data/chars/50CD.json
僎,C,not-resolved,,,,,not-resolved,data/chars/50CE.json
像,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/50CF.json
僔,C,not-resolved,,,,,not-resolved,data/chars/50D4.json
僖,C,not-resolved,,,,,not-resolved,data/chars/50D6.json
僚,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/50DA.json
僜,C,not-resolved,,,,,not-resolved,data/chars/50DC.json
僝,C,not-resolved,,,,,not-resolved,data/chars/50DD.json
僣,C,not-resolved,,,,,not-resolved,data/chars/50E3.json
僦,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/50E6.json
僧,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/50E7.json
僩,C,not-resolved,,,,,not-resolved,data/chars/50E9.json
僬,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/50EC.json
僭,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/50ED.json
僮,C,not-resolved,,,,,not-resolved,data/chars/50EE.json
僯,C,not-resolved,,,,,not-resolved,data/chars/50EF.json
僰,C,not-resolved,,,,,not-resolved,data/chars/50F0.json
僳,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/50F3.json
僴,C,not-resolved,,,,,not-resolved,data/chars/50F4.json
僵,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/50F5.json
僻,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/50FB.json
僾,C,not-resolved,,,,,not-resolved,data/chars/50FE.json
僿,C,not-resolved,,,,,not-resolved,data/chars/50FF.json
儃,C,not-resolved,,,,,not-resolved,data/chars/5103.json
儅,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/5105.json
儆,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/5106.json
儇,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/5107.json
儊,C,not-resolved,,,,,not-resolved,data/chars/510A.json
儋,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/510B.json
儌,C,not-resolved,,,,,not-resolved,data/chars/510C.json
儍,C,not-resolved,,,,,not-resolved,data/chars/510D.json
儒,A,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/5112.json
儓,C,not-resolved,,,,,not-resolved,data/chars/5113.json
儜,C,not-resolved,,,,,not-resolved,data/chars/511C.json
儞,C,not-resolved,,,,,not-resolved,data/chars/511E.json
儡,B,resolved,亻,人,Bộ Nhân,9,record-radical,data/chars/5121.json
儤,C,not-resolved,,,,,not-resolved,data/chars/5124.json
儦,C,not-resolved,,,,,not-resolved,data/chars/5126.json
儩,C,not-resolved,,,,,not-resolved,data/chars/5129.json
儭,C,not-resolved,,,,,not-resolved,data/chars/512D.json
儱,C,not-resolved,,,,,not-resolved,data/chars/5131.json
儳,C,not-resolved,,,,,not-resolved,data/chars/5133.json
儹,C,not-resolved,,,,,not-resolved,data/chars/5139.json
儽,C,not-resolved,,,,,not-resolved,data/chars/513D.json
儿,A,resolved,儿,儿,Bộ Nhi,10,self-radical,radical_learning_notes.json
兀,C,not-resolved,,,,,not-resolved,data/chars/5140.json
允,C,not-resolved,◎,,,,not-resolved,data/chars/5141.json
元,C,not-resolved,,,,,not-resolved,data/chars/5143.json
兄,A,resolved,口,口,Bộ Khẩu,30,record-radical,data/chars/5144.json
充,A,resolved,子,子,"Bộ Tử, Tý",39,record-radical,data/chars/5145.json
兆,C,not-resolved,,,,,not-resolved,data/chars/5146.json
先,A,resolved,止,止,Bộ Chỉ,77,record-radical,data/chars/5148.json
光,A,resolved,火,火,Bộ Hỏa,86,record-radical,data/chars/5149.json
克,C,not-resolved,◎,,,,not-resolved,data/chars/514B.json
免,C,not-resolved,,,,,not-resolved,data/chars/514D.json
児,C,not-resolved,,,,,not-resolved,data/chars/5150.json
兑,A,resolved,八,八,Bộ Bát,12,record-radical,data/chars/5151.json
兔,C,not-resolved,,,,,not-resolved,data/chars/5154.json
兕,C,not-resolved,,,,,not-resolved,data/chars/5155.json
兖,C,not-resolved,,,,,not-resolved,data/chars/5156.json
兘,C,not-resolved,,,,,not-resolved,data/chars/5158.json
兙,C,not-resolved,,,,,not-resolved,data/chars/5159.json
党,A,resolved,儿,儿,Bộ Nhi,10,record-radical,data/chars/515A.json
兛,C,not-resolved,,,,,not-resolved,data/chars/515B.json
兜,C,not-resolved,,,,,not-resolved,data/chars/515C.json
兝,C,not-resolved,,,,,not-resolved,data/chars/515D.json
兞,C,not-resolved,,,,,not-resolved,data/chars/515E.json
兟,C,not-resolved,先,,,,not-resolved,data/chars/515F.json
兡,C,not-resolved,,,,,not-resolved,data/chars/5161.json
兢,C,not-resolved,,,,,not-resolved,data/chars/5162.json
兣,C,not-resolved,,,,,not-resolved,data/chars/5163.json
入,A,resolved,入,入,Bộ Nhập,11,self-radical,radical_learning_notes.json
全,A,resolved,入,入,Bộ Nhập,11,record-radical,data/chars/5168.json
兪,C,not-resolved,,,,,not-resolved,data/chars/516A.json
八,A,resolved,八,八,Bộ Bát,12,self-radical,radical_learning_notes.json
公,C,not-resolved,,,,,not-resolved,data/chars/516C.json
六,C,not-resolved,,,,,not-resolved,data/chars/516D.json
兮,B,resolved,八,八,Bộ Bát,12,record-radical,data/chars/516E.json
兰,A,resolved,艹,艸,Bộ Thảo,140,record-radical,data/chars/5170.json
共,C,not-resolved,◎,,,,not-resolved,data/chars/5171.json
兲,C,not-resolved,,,,,not-resolved,data/chars/5172.json
关,A,resolved,門,門,Bộ Môn,169,record-radical,data/chars/5173.json
